900.0, 1900.0, 200.0, 1150.0, 1900.0, 200.0
900.0, 1900.0, 200.0, 900.0, 1900.0, 700.0
1150.0, 1900.0, 200.0, 1150.0, 1900.0, 700.0
1150.0, 1900.0, 200.0, 1150.0, 2150.0, 200.0
900.0, 1900.0, 200.0, 900.0, 2150.0, 200.0
900.0, 2150.0, 200.0, 900.0, 2150.0, 700.0
900.0, 1900.0, 700.0, 900.0, 2150.0, 700.0
900.0, 1900.0, 700.0, 1150.0, 1900.0, 700.0
900.0, 2150.0, 700.0, 1150.0, 2150.0, 700.0
1150.0, 2150.0, 700.0, 1150.0, 1900.0, 700.0
1150.0, 2150.0, 700.0, 1150.0, 2150.0, 200.0
1150.0, 2150.0, 200.0, 900.0, 2150.0, 200.0
